 indi,                  x_v,                   v,                   H,                   q,                 eta
    0,     0.00000000001223,    0.00000000626688,    0.99999999170433,    0.00000000626688,    0.99999999170433,
    1,     0.02000000017814,    0.00000008544705,    0.99999995170439,    0.00000008544705,    0.99999995170439,
    2,     0.04000000194405,    0.00000086566553,    0.99999953740275,    0.00000086566512,    0.99999953740275,
    3,     0.06000001868204,    0.00000766734482,    0.99999612796577,    0.00000766731513,    0.99999612796577,
    4,     0.08000015682639,    0.00005878827333,    0.99997203384835,    0.00005878662925,    0.99997203384835,
    5,     0.10000113737714,    0.00038476864991,    0.99982829374021,    0.00038470258272,    0.99982829374021,
    6,     0.12000702685864,    0.00210943825072,    0.99912192712411,    0.00210758601021,    0.99912192712411,
    7,     0.14003630482327,    0.00943654477925,    0.99636124373665,    0.00940220749283,    0.99636124373665,
    8,     0.16015330032355,    0.03331510746366,    0.98813942138288,    0.03291997101245,    0.98813942138288,
    9,     0.18051793735810,    0.09021847285797,    0.97005964561202,    0.08751729980826,    0.97005964561202,
   10,     0.20139422595384,    0.18794913586629,    0.94051159168177,    0.17676834092882,    0.94051159168177,
   11,     0.22306273379749,    0.31586912294609,    0.90258724922396,    0.28509944279469,    0.90258724922396,
   12,     0.24573394655696,    0.45865490534548,    0.86078698961998,    0.39480417524677,    0.86078698961998,
   13,     0.26956054695174,    0.60888606592382,    0.81771163675613,    0.49789322156456,    0.81771163675613,
   14,     0.29468537641155,    0.76460181043346,    0.77427279810716,    0.59201038320211,    0.77427279810716,
   15,     0.32126273279347,    0.92468479541285,    0.73093637801835,    0.67588575516771,    0.73093637801835,
   16,     0.34945746112637,    1.08710857982663,    0.68829896721724,    0.74825571274767,    0.68829896721724,
   17,     0.37943143752713,    1.24809159844969,    0.64728325153196,    0.80786878805424,    0.64728325153196,
   18,     0.41131304036907,    1.40104812809640,    0.60930078314603,    0.85365972167442,    0.60930078314603,
   19,     0.44513793201299,    1.53542424648629,    0.57642374118032,    0.88505498845859,    0.57642374118032,
   20,     0.48075256365220,    1.63674712742297,    0.55136771569773,    0.90244952482202,    0.55136771569773,
   21,     0.51770963085052,    1.69187425857914,    0.53658824257183,    0.90783983506350,    0.53658824257183,
   22,     0.55530305036246,    1.70414826353811,    0.53157835197318,    0.90588832544955,    0.53157835197318,
   23,     0.59295728904140,    1.70200328437135,    0.53131012964178,    0.90429158567007,    0.53131012964178,
   24,     0.63058865374341,    1.70306615570929,    0.53147598702622,    0.90513876607654,    0.53147598702622,
   25,     0.66821939114801,    1.70271101259076,    0.53154031096527,    0.90505954111649,    0.53154031096527,
   26,     0.67574384272146,    1.70215322261963,    0.53155290428253,    0.90478448901733,    0.53155290428253,
   27,     0.68326963355831,    1.70366050258393,    0.53143918228140,    0.90539194437832,    0.53143918228140,
   28,     0.69079730583012,    1.70204010216886,    0.53168648815214,    0.90495172461626,    0.53168648815214,
   29,     0.69831609978161,    1.70138745348244,    0.53177811477105,    0.90476061250800,    0.53177811477105,
   30,     0.70584117689830,    1.70713819258254,    0.53116755175307,    0.90677641425822,    0.53116755175307,
   31,     0.71337726880903,    1.70054539108529,    0.53214032694795,    0.90492878040197,    0.53214032694795,
   32,     0.72087490380055,    1.69732120242598,    0.53258389515033,    0.90396593730926,    0.53258389515033,
   33,     0.72839842101468,    1.72137257675000,    0.52976186715786,    0.91191755033342,    0.52976186715786,
   34,     0.73597622361004,    1.69409439887490,    0.53352788609533,    0.90384660347766,    0.53352788609533,
   35,     0.74339464512847,    1.67512379351919,    0.53557994175306,    0.89716270376217,    0.53557994175306,
   36,     0.75091398458626,    1.77804035362300,    0.52276314123179,    0.92949396049684,    0.52276314123179,
   37,     0.75870268247202,    1.67198670284093,    0.53419545599363,    0.89316769913940,    0.53419545599363,
   38,     0.76591214670115,    1.46027987777906,    0.41484107925279,    0.60578408050900,    0.41484107925279,
   39,     0.78046522659012,    0.22717656651414,    0.23976758637970,    0.05446957703512,    0.23976758637970,
   40,     0.80000799767664,    0.00540029741571,    0.20237922474336,    0.00109290800437,    0.20237922474336,
   41,     0.82000008224906,    0.00005676901737,    0.20003999990539,    0.00001135607423,    0.20003999990539,
   42,     0.84000000082983,    0.00000057281485,    0.20000041120514,    0.00000011456321,    0.20000041120514,
   43,     0.86000000000837,    0.00000000577798,    0.20000000414875,    0.00000000115560,    0.20000000414875,
   44,     0.88000000000008,    0.00000000005821,    0.20000000004183,    0.00000000001164,    0.20000000004183,
   45,     0.90000000000000,    0.00000000000058,    0.20000000000042,    0.00000000000012,    0.20000000000042,
   46,     0.92000000000000,    0.00000000000000,    0.20000000000000,    0.00000000000000,    0.20000000000000,
   47,     0.94000000000000,    -0.00000000000000,    0.20000000000000,    -0.00000000000000,    0.20000000000000,
   48,     0.96000000000000,    -0.00000000000000,    0.20000000000000,    -0.00000000000000,    0.20000000000000,
   49,     0.98000000000000,    0.00000000000000,    0.20000000000000,    0.00000000000000,    0.20000000000000,
   50,     1.00000000000000,    0.00000000000000,    0.20000000000000,    0.00000000000000,    0.20000000000000,
