 indi,                  x_v,                   v,                   H,                   q,                 eta
    0,     0.45246335319775,    1.50821117732583,    1.01444679830102,    1.53000000000000,    1.01444679830102,
    1,     0.53058835319775,    1.50821117732583,    1.01444679830102,    1.53000000000000,    1.01444679830102,
    2,     0.60871335319775,    1.50821117732582,    1.01444679830102,    1.52999999999999,    1.01444679830102,
    3,     0.68683835319775,    1.50821117732583,    1.01444679830102,    1.53000000000000,    1.01444679830102,
    4,     0.76496335319775,    1.50821117732584,    1.01444679830102,    1.53000000000001,    1.01444679830102,
    5,     0.84308835319775,    1.50821117732582,    1.01444679830102,    1.52999999999999,    1.01444679830102,
    6,     0.92121335319775,    1.50821117732585,    1.01444679830102,    1.53000000000002,    1.01444679830102,
    7,     0.99933835319775,    1.50821117732583,    1.01444679830102,    1.53000000000000,    1.01444679830102,
    8,     1.07746335319775,    1.50821117732582,    1.01444679830101,    1.52999999999998,    1.01444679830101,
    9,     1.15558835319775,    1.50821117732584,    1.01444679830102,    1.53000000000001,    1.01444679830102,
   10,     1.23371335319775,    1.50821117732585,    1.01444679830102,    1.53000000000002,    1.01444679830102,
   11,     1.31183835319775,    1.50821117732582,    1.01444679830102,    1.52999999999999,    1.01444679830102,
   12,     1.38996335319775,    1.50821117732586,    1.01444679830102,    1.53000000000003,    1.01444679830102,
   13,     1.46808835319775,    1.50821117732581,    1.01444679830102,    1.52999999999999,    1.01444679830102,
   14,     1.54621335319775,    1.50821117732589,    1.01444679830101,    1.53000000000005,    1.01444679830101,
   15,     1.62433835319775,    1.50821117732581,    1.01444679830102,    1.52999999999998,    1.01444679830102,
   16,     1.70246335319775,    1.50821117732588,    1.01444679830101,    1.53000000000004,    1.01444679830101,
   17,     1.78058835319775,    1.50821117732579,    1.01444679830101,    1.52999999999995,    1.01444679830101,
   18,     1.85871335319775,    1.50821117732583,    1.01444679830104,    1.53000000000003,    1.01444679830104,
   19,     1.93683835319775,    1.50821117732584,    1.01444679830102,    1.53000000000001,    1.01444679830102,
   20,     2.01496335319775,    1.50821117732585,    1.01444679830102,    1.53000000000002,    1.01444679830102,
   21,     2.09308835319775,    1.50821117732580,    1.01444679830103,    1.52999999999999,    1.01444679830103,
   22,     2.17121335319775,    1.50821117732584,    1.01444679830101,    1.53000000000000,    1.01444679830101,
   23,     2.24933835319775,    1.50821117732591,    1.01444679830102,    1.53000000000008,    1.01444679830102,
   24,     2.32746335319775,    1.50821117732570,    1.01444679830103,    1.52999999999988,    1.01444679830103,
   25,     2.40558835319775,    1.50821117732585,    1.01444679830101,    1.53000000000000,    1.01444679830101,
   26,     2.48371335319775,    1.50821117732582,    1.01444679830100,    1.52999999999996,    1.01444679830100,
   27,     2.56183835319775,    1.50821117732582,    1.01444679830103,    1.53000000000000,    1.01444679830103,
   28,     2.63996335319775,    1.50821117732589,    1.01444679830104,    1.53000000000009,    1.01444679830104,
   29,     2.71808835319775,    1.50821117732584,    1.01444679830103,    1.53000000000001,    1.01444679830103,
   30,     2.79621335319775,    1.50821117732580,    1.01444679830100,    1.52999999999994,    1.01444679830100,
   31,     2.87433835319775,    1.50821117732584,    1.01444679830102,    1.53000000000000,    1.01444679830102,
   32,     2.95246335319775,    1.50821117732578,    1.01444679830101,    1.52999999999993,    1.01444679830101,
   33,     3.03058835319775,    1.50821117732587,    1.01444679830103,    1.53000000000005,    1.01444679830103,
   34,     3.10871335319775,    1.50821117732574,    1.01444679830103,    1.52999999999992,    1.01444679830103,
   35,     3.18683835319775,    1.50821117732585,    1.01444679830101,    1.53000000000001,    1.01444679830101,
   36,     3.26496335319775,    1.50821117732583,    1.01444679830104,    1.53000000000003,    1.01444679830104,
   37,     3.34308835319775,    1.50821117732579,    1.01444679830100,    1.52999999999994,    1.01444679830100,
   38,     3.42121335319775,    1.50821117732582,    1.01444679830101,    1.52999999999998,    1.01444679830101,
   39,     3.49933835319775,    1.50821117732581,    1.01444679830103,    1.52999999999999,    1.01444679830103,
   40,     3.57746335319775,    1.50821117732579,    1.01444679830103,    1.52999999999997,    1.01444679830103,
   41,     3.65558835319775,    1.50821117732580,    1.01444679830103,    1.52999999999999,    1.01444679830103,
   42,     3.73371335319775,    1.50821117732581,    1.01444679830108,    1.53000000000007,    1.01444679830108,
   43,     3.81183835319775,    1.50821117732579,    1.01444679830096,    1.52999999999987,    1.01444679830096,
   44,     3.88996335319776,    1.50821117732854,    1.01444679829858,    1.52999999999907,    1.01444679829858,
   45,     3.96808835319780,    1.50821117732434,    1.01444679830445,    1.53000000000366,    1.01444679830445,
   46,     4.04621335319723,    1.50821117722911,    1.01444679838094,    1.53000000002243,    1.01444679838094,
   47,     4.12433835319641,    1.50821117744209,    1.01444679817393,    1.52999999992626,    1.01444679817393,
   48,     4.20246335321680,    1.50821118009666,    1.01444679621943,    1.52999999967139,    1.01444679621943,
   49,     4.28058835323268,    1.50821117371305,    1.01444680164948,    1.53000000138520,    1.01444680164948,
   50,     4.35871335270106,    1.50821111152311,    1.01444684115632,    1.52999999788149,    1.01444684115632,
   51,     4.43683835196299,    1.50821122253709,    1.01444674221547,    1.52999996127556,    1.01444674221547,
   52,     4.51496336133963,    1.50821240698538,    1.01444622133041,    1.53000037722996,    1.01444622133041,
   53,     4.59308839686618,    1.50821244348854,    1.01444684220139,    1.53000135066580,    1.01444684220139,
   54,     4.67121335457804,    1.50819930745334,    1.01444722764871,    1.52998860618775,    1.01444722764871,
   55,     4.74933747572836,    1.50814843484859,    1.01446981856100,    1.52997106906390,    1.01446981856100,
   56,     4.82745980904860,    1.50805845859743,    1.01449385687843,    1.52991604206064,    1.01449385687843,
   57,     4.90557998452032,    1.50796532641017,    1.01452421853438,    1.52986734435321,    1.01452421853438,
   58,     4.98369788545243,    1.50788648178480,    1.01455695873830,    1.52983672308218,    1.01455695873830,
   59,     5.06181438142836,    1.50786590749188,    1.01455430910134,    1.52981185399289,    1.01455431277514,
   60,     5.13993132787919,    1.50790834312161,    1.01455204136663,    1.52985148770780,    1.01455204871423,
   61,     5.21805092034829,    1.50800786819029,    1.01447842358526,    1.52984144487585,    1.01452377594006,
   62,     5.29617645785670,    1.50835162452390,    1.01440437092213,    1.53007848080454,    1.01449506828413,
   63,     5.37434450491481,    1.50945663681904,    1.01337036125973,    1.52963861735920,    1.01425063563016,
   64,     5.45259259585559,    1.51187593305301,    1.01233906390869,    1.53053106681296,    1.01400891528757,
   65,     5.53101295896297,    1.51608269572571,    1.00892442390643,    1.52961286037957,    1.01320998480700,
   66,     5.60969963531407,    1.52223614599560,    1.00550795406330,    1.53062055276123,    1.01240922448557,
   67,     5.68875328136075,    1.53042799988831,    0.99951116812409,    1.52967987789818,    1.01096887557754,
   68,     5.76827581731419,    1.54048044117712,    0.99351340535875,    1.53048796900243,    1.00952754984338,
   69,     5.84830861371543,    1.55225235860702,    0.98554907910411,    1.52982088256232,    1.00754411395379,
   70,     5.92889402166190,    1.56549308682588,    0.97758054534788,    1.53039558555758,    1.00555647056262,
   71,     6.00999579020742,    1.57997124231177,    0.96835797347761,    1.52997775035793,    1.00313179804833,
   72,     6.09157728663594,    1.59547911828878,    0.95913054816944,    1.53027276131721,    1.00070227209614,
   73,     6.17357597887529,    1.61184852081075,    0.94925471599923,    1.53005480985598,    0.99794265476414,
   74,     6.25592728496407,    1.62890485986747,    0.93937781003906,    1.53015708002428,    0.99518196364219,
   75,     6.33857499802672,    1.64653770418150,    0.92929306146055,    1.53011606392906,    0.99218263392098,
   76,     6.42146042277817,    1.66460256181098,    0.91921202960627,    1.53012269933006,    0.98918702092399,
   77,     6.50454164828138,    1.68301930692683,    0.90919230562542,    1.53018820407690,    0.98600310875205,
   78,     6.58777554839727,    1.70161965927725,    0.89917056823883,    1.53004631595869,    0.98281718317437,
   79,     6.67113460036548,    1.72039524872818,    0.88935738117241,    1.53004621299035,    0.97946643209730,
   80,     6.75458928836485,    1.73925573071787,    0.87954471180292,    1.52975318042583,    0.97611619871714,
   81,     6.83812010484514,    1.75823110765903,    0.87006816506767,    1.52978091360579,    0.97266732653038,
   82,     6.92170569661967,    1.77729806341416,    0.86059576985968,    1.52953519515403,    0.96922260587088,
   83,     7.00533154439510,    1.79645127042733,    0.85152370508098,    1.52972084179171,    0.96572059383530,
   84,     7.08898285351952,    1.81562410869576,    0.84245240456881,    1.52957689616384,    0.96221934606625,
   85,     7.17265054694523,    1.83480474406972,    0.83377553821996,    1.52981531301527,    0.95865528031218,
