 indi,                  x_v,                   v,                   H,                   q,                 eta
    0,     0.66300000000000,    2.20999999999999,    2.00000000000000,    4.41999999999996,    2.00000000000000,
    1,     0.73642021127204,    2.21000000000001,    2.00000000000001,    4.42000000000005,    2.00000000000001,
    2,     0.88636515109980,    2.20999999999998,    2.00000000000000,    4.41999999999997,    2.00000000000000,
    3,     1.06463484890020,    2.21000000000001,    2.00000000000000,    4.42000000000001,    2.00000000000000,
    4,     1.21457978872796,    2.20999999999998,    2.00000000000001,    4.41999999999997,    2.00000000000001,
    5,     1.28800000000000,    2.20999999999998,    2.00000000000000,    4.41999999999998,    2.00000000000000,
    6,     1.36142021127204,    2.21000000000004,    1.99999999999996,    4.42000000000001,    1.99999999999996,
    7,     1.51136515109980,    2.20999999999994,    2.00000000000004,    4.41999999999998,    2.00000000000004,
    8,     1.68963484890020,    2.21000000000005,    1.99999999999995,    4.41999999999999,    1.99999999999995,
    9,     1.83957978872796,    2.20999999999978,    2.00000000000011,    4.41999999999981,    2.00000000000011,
   10,     1.91299999999999,    2.20999999999955,    2.00000000000256,    4.42000000000477,    2.00000000000256,
   11,     1.98642021127204,    2.21000000000109,    1.99999999999737,    4.41999999999638,    1.99999999999737,
   12,     2.13636515109980,    2.20999999999828,    2.00000000000300,    4.42000000000319,    2.00000000000300,
   13,     2.31463484890018,    2.21000000000471,    1.99999999999463,    4.41999999999755,    1.99999999999463,
   14,     2.46457978872820,    2.20999999998905,    2.00000000000939,    4.41999999999884,    2.00000000000939,
   15,     2.53799999999915,    2.20999999993517,    2.00000000016545,    4.42000000023599,    2.00000000016545,
   16,     2.61142021127171,    2.21000000006066,    1.99999999984244,    4.41999999977310,    1.99999999984244,
   17,     2.76136515110100,    2.20999999995486,    2.00000000016386,    4.42000000027186,    2.00000000016386,
   18,     2.93963484889564,    2.20999999998606,    1.99999999976654,    4.41999999945617,    1.99999999976654,
   19,     3.08957978874958,    2.21000000124148,    1.99999999995052,    4.42000000237361,    1.99999999995052,
   20,     3.16299999999711,    2.20999999621721,    1.99999999830653,    4.41999998869185,    1.99999999830653,
   21,     3.23642021121861,    2.20999999697554,    2.00000000368184,    4.42000000208793,    2.00000000368184,
   22,     3.38636515117106,    2.21000000875059,    1.99999999397095,    4.42000000417698,    1.99999999397095,
   23,     3.56463484881147,    2.20999997196657,    2.00000001390122,    4.41999997465484,    2.00000001390122,
   24,     3.71457978809277,    2.21000006893253,    1.99999997630792,    4.42000008550557,    1.99999997630792,
   25,     3.78800000188180,    2.21000014271293,    1.99999987167642,    4.42000000183074,    1.99999987167642,
   26,     3.86142021387987,    2.20999990531204,    2.00000007982340,    4.41999998703379,    2.00000007982340,
   27,     4.01136514460564,    2.20999981629336,    2.00000002457342,    4.41999968689399,    2.00000002457342,
   28,     4.18963486864143,    2.21000152489613,    1.99999948099689,    4.42000190279459,    1.99999948099689,
   29,     4.33957980652394,    2.20999591256064,    2.00000125967954,    4.41999460900791,    2.00000125967954,
   30,     4.41299992259947,    2.20999372807541,    2.00000453427210,    4.41999747686374,    2.00000453427210,
   31,     4.48642000633771,    2.20999306353083,    2.00000269429635,    4.41999208143790,    2.00000269429635,
   32,     4.63636474241042,    2.20999502335262,    2.00000280975020,    4.41999625623921,    2.00000280975020,
   33,     4.81463435610056,    2.21000258866883,    1.99999760335515,    4.41999988074633,    1.99999760335515,
   34,     4.96457977394360,    2.21002778419750,    1.99999016304996,    4.42003382846211,    1.99999016304996,
   35,     5.03800036336639,    2.21001675769774,    1.99999930756808,    4.42003198510934,    1.99999930756808,
   36,     5.11142227376673,    2.21002615520710,    1.99995148968817,    4.41994510135625,    1.99999436305759,
   37,     5.26136331248988,    2.21002028631613,    2.00007416010879,    4.42020446797714,    2.00000512657788,
   38,     5.43969000386008,    2.21203408000743,    1.99797671685604,    4.41959258874692,    1.99948101701527,
   39,     5.58998085762610,    2.21889989886496,    1.99201315715117,    4.42007779294040,    1.99800011469201,
   40,     5.66378128244769,    2.22433678955398,    1.98714619420506,    4.42008238599250,    1.99677002279842,
   41,     5.73778061127981,    2.23099911064613,    1.98130286458968,    4.42028492882021,    1.99531273460166,
   42,     5.88968842959506,    2.24756861106524,    1.96660525090815,    4.42008023229723,    1.99148339071558,
   43,     6.07188951615032,    2.27110657746345,    1.94613142209284,    4.41987187332334,    1.98601473548192,
   44,     6.22646597080066,    2.29283342856773,    1.92773108208240,    4.41996626628759,    1.98098086186794,
   45,     6.30251745081625,    2.30378015950162,    1.91858266628176,    4.41999268094366,    1.97841329941324,
   46,     6.37874628184803,    2.31476571068586,    1.90948489621713,    4.42001016283597,    1.97584558874878,
   47,     6.53482156703706,    2.33719564456472,    1.89114298781139,    4.41997115436189,    1.97051306387506,
   48,     6.72074642461824,    2.36334192473553,    1.87024136501227,    4.42001982730811,    1.96426173324154,
   49,     6.87719500099047,    2.38457038612475,    1.85365256894957,    4.42016502208123,    1.95915798886566,
   50,     6.95377377252467,    2.39460442734308,    1.84586843708475,    4.42012473173600,    1.95670289776995,
   51,     7.03031949598906,    2.40437806296435,    1.83832690514365,    4.42003288328455,    1.95429281261542,
   52,     7.18650763185496,    2.42359380541080,    1.82369662216621,    4.41989983643062,    1.94953275796827,
   53,     7.37189023378033,    2.44510117273725,    1.80766964164916,    4.41993516071787,    1.94420339537936,
   54,     7.52751430132594,    2.46199182246143,    1.79530368570365,    4.42002299303725,    1.94000069019964,
   55,     7.60360703505345,    2.46984364167480,    1.78959909596263,    4.42002994831026,    1.93802834789288,
   56,     7.67962658557321,    2.47741995256005,    1.78412009446753,    4.42001471979719,    1.93611378426952,
   57,     7.83464894281850,    2.49206499394484,    1.77362770015067,    4.41999550383637,    1.93240022981273,
   58,     8.01854563140321,    2.50805533486334,    1.76232268901330,    4.42000282193051,    1.92832678855826,
   59,     8.17287773705651,    2.52031421360852,    1.75374961219855,    4.42000007473443,    1.92518433420097,
   60,     8.24833131928673,    2.52592687118817,    1.74985206662323,    4.41999835568778,    1.92374027417498,
   61,     8.32370980553313,    2.53128655575095,    1.74614738697478,    4.41999940500891,    1.92235912615596,
   62,     8.47742236821072,    2.54145399068845,    1.73916210700831,    4.42000047731039,    1.91973057373643,
   63,     8.65977090741930,    2.55220116765927,    1.73183821903118,    4.41999952480833,    1.91694020695793,
   64,     8.81281437501833,    2.56013367507767,    1.72647235461170,    4.42000001413206,    1.91487338044440,
   65,     8.88764238117139,    2.56365388776946,    1.72410176327810,    4.42000018833808,    1.91395410478563,
   66,     8.96239910444536,    2.56693711435765,    1.72189656874759,    4.42000020940328,    1.91309555667154,
   67,     9.11485403915677,    2.57291320469773,    1.71789705120731,    4.42000000736258,    1.91152995613357,
   68,     9.29572859953608,    2.57875929310300,    1.71400251733375,    4.41999991997635,    1.90999490633057,
   69,     9.44754946448822,    2.58263111833341,    1.71143295473981,    4.42000000585232,    1.90897638007628,
   70,     9.52178424299516,    2.58418193691188,    1.71040589909597,    4.42000002923133,    1.90856798327773,
   71,     9.59595111637766,    2.58550741144473,    1.70952905597384,    4.42000004430048,    1.90821873724237,
   72,     9.74721126477027,    2.58751848716645,    1.70820035561164,    4.41999999992942,    1.90768848642642,
   73,     9.92668096680270,    2.58870234029617,    1.70741916336881,    4.41999998407936,    1.90737615152954,
   74,     10.07733167846052,    2.58869012320806,    1.70742722763698,    4.42000000028036,    1.90737938132154,
   75,     10.15099685384398,    2.58834995691146,    1.70765162349461,    4.42000000609205,    1.90746913989560,
   76,     10.22459610511772,    2.58779078332970,    1.70802061655202,    4.42000000925043,    1.90761666199900,
   77,     10.37470245813613,    2.58597014919732,    1.70922313367123,    4.42000000199131,    1.90809675797103,
   78,     10.55280828844300,    2.58262309693695,    1.71143826583490,    4.41999999432692,    1.90897848719333,
   79,     10.70231683224929,    2.57881516015814,    1.71396541674015,    4.42000000067626,    1.90998024324656,
   80,     10.77542396650321,    2.57662004152195,    1.71542560762462,    4.42000000034557,    1.91055704182285,
   81,     10.84846576270457,    2.57420758288827,    1.71703324568169,    4.42000000110508,    1.91119038411006,
   82,     10.99743479249719,    2.56860502924535,    1.72077838114271,    4.42000000401984,    1.91265892934929,
   83,     11.17418893018287,    2.56076190406190,    1.72604879374643,    4.41999999557785,    1.91470940267716,
   84,     11.32255940893173,    2.55316764284892,    1.73118283549912,    4.41999999945179,    1.91668883715961,
   85,     11.39510848851020,    2.54911573268322,    1.73393461026664,    4.41999999447464,    1.91774255572812,
   86,     11.46759149878364,    2.54484403794242,    1.73684514362198,    4.42000000857562,    1.91885162325544,
   87,     11.61541644233442,    2.53543512770076,    1.74329050929266,    4.41999999504794,    1.92128790361720,
   88,     11.79080393034412,    2.52304704145079,    1.75185001804656,    4.42000000509789,    1.92448183940909,
   89,     11.93801817794981,    2.51161105208865,    1.75982661966662,    4.41999998771449,    1.92741640740988,
   90,     12.00999854687134,    2.50567141232069,    1.76399824554841,    4.41999997525449,    1.92893530062772,
   91,     12.08191102677687,    2.49950767745268,    1.76834826467402,    4.42000006396283,    1.93050771833392,
   92,     12.22856482351512,    2.48622215606637,    1.77779765893051,    4.41999992863595,    1.93388375306169,
   93,     12.40254913682141,    2.46920817449469,    1.79004755778957,    4.42000006242827,    1.93818100269033,
   94,     12.54857428333320,    2.45387632404164,    1.80123174308264,    4.41999992846276,    1.94202808095119,
   95,     12.61996974077821,    2.44603161138698,    1.80700853447635,    4.41999999737522,    1.94398721005097,
   96,     12.69129581638407,    2.43796739090249,    1.81298581830442,    4.42000030519484,    1.94599462533833,
   97,     12.83674871425321,    2.42082711855392,    1.82582206332100,    4.41999956454155,    1.95023935941506,
   98,     13.00930437869972,    2.39931871434646,    1.84218979030440,    4.42000043925532,    1.95552344056532,
   99,     13.15413475288587,    2.38034097580943,    1.85687661254691,    4.41999948786762,    1.96014664723412,
  100,     13.22495065349800,    2.37077918919670,    1.86436530472689,    4.41999846550687,    1.96246189673452,
  101,     13.29570287890010,    2.36105918424918,    1.87204175398168,    4.42000137653639,    1.96480685197321,
  102,     13.44001060707488,    2.34079269872004,    1.88824839525453,    4.41999805698163,    1.96966235582599,
  103,     13.61128054594440,    2.31620733994231,    1.90829320597471,    4.42000273044066,    1.97549934293153,
  104,     13.75513481533190,    2.29547277763800,    1.92552676967093,    4.41999428239285,    1.98037295526781,
  105,     13.82552459204016,    2.28544993207012,    1.93397466896403,    4.42000227580916,    1.98271165310158,
  106,     13.89589568187434,    2.27560207407370,    1.94234786549334,    4.42001083128926,    1.98499844644478,
  107,     14.03960822135457,    2.25635971916614,    1.95891830413204,    4.42002435458078,    1.98944320408252,
  108,     14.21062988101830,    2.23612445560306,    1.97661883181197,    4.41996570922030,    1.99408197899167,
  109,     14.35485114623079,    2.22279196393792,    1.98848740965584,    4.41999383457473,    1.99712021038760,
  110,     14.42568001959952,    2.21792408058376,    1.99283475291600,    4.41995618711659,    1.99820090134974,
  111,     14.49669654863449,    2.21430496958766,    1.99616548560053,    4.42011915488463,    1.99903338664861,
  112,     14.64247874702333,    2.21055797970745,    1.99938851474471,    4.41976423580435,    1.99984904343207,
  113,     14.81731313364277,    2.21002509914302,    2.00007835974724,    4.42022337529420,    2.00003678109175,
  114,     14.96560186563223,    2.21007026782667,    2.00001343112209,    4.42017021937694,    2.00002122443112,
  115,     15.03855402998500,    2.21001706719012,    2.00000430662789,    4.42004365210137,    2.00000430662789,
  116,     15.11168380792179,    2.20995207502397,    1.99997402416795,    4.41984674470400,    1.99997402416795,
  117,     15.26139073562938,    2.20995836765735,    1.99998293937736,    4.41987903204894,    1.99998293937736,
  118,     15.43963308355489,    2.21000021430381,    2.00000021505964,    4.42000090388947,    2.00000021505964,
  119,     15.58958168745891,    2.21001640178521,    2.00000468858020,    4.42004316540957,    2.00000468858020,
  120,     15.66300003932327,    2.21000115583998,    2.00001821770440,    4.42004257282775,    2.00001821770440,
  121,     15.73642041062291,    2.20998962739997,    1.99999005588934,    4.41995727841854,    1.99999005588934,
  122,     15.88636555573996,    2.21001767742967,    2.00000943374744,    4.42005620360794,    2.00000943374744,
  123,     16.06463365922459,    2.21004318504166,    2.00001715381780,    4.42012428076144,    2.00001715381780,
  124,     16.21457837343177,    2.20995723183221,    1.99998609548835,    4.41988373528835,    1.99998609548835,
  125,     16.28799934222971,    2.20992921020067,    1.99997759837446,    4.41980891439470,    1.99997759837446,
  126,     16.36142072229973,    2.20993752223449,    1.99996227110705,    4.41979166597278,    1.99996227110705,
  127,     16.51136754671446,    2.20998289639484,    1.99999505125161,    4.41995485614037,    1.99999505125161,
  128,     16.68963586343003,    2.21005850520614,    2.00002614797900,    4.42017479897567,    2.00002614797900,
  129,     16.83957940615024,    2.21001605904021,    2.00000639972617,    4.42004626157804,    2.00000639972617,
  130,     16.91299960187499,    2.20999165118901,    1.99999500959796,    4.41997227363118,    1.99999500959796,
  131,     16.98642002820700,    2.20998428282277,    1.99999466313507,    4.41995677125792,    1.99999466313507,
  132,     17.13636519524036,    2.21000043151867,    1.99999933177336,    4.41999938625618,    1.99999933177336,
  133,     17.31463483814525,    2.21000052288971,    2.00000074319089,    4.42000268823167,    2.00000074319089,
  134,     17.46457978889115,    2.20999939201428,    1.99999928308397,    4.41999719964457,    1.99999928308397,
  135,     17.53800000504785,    2.21000004111729,    2.00000057341196,    4.42000134947503,    2.00000057341196,
  136,     17.61142021223177,    2.21000025006955,    2.00000007038190,    4.42000065568311,    2.00000007038190,
  137,     17.76136515043943,    2.20999995306388,    1.99999999194614,    4.41999988832872,    1.99999999194614,
  138,     17.93963484913013,    2.21000000712755,    1.99999999735134,    4.42000000840156,    1.99999999735134,
  139,     18.08957978862934,    2.21000000220598,    2.00000000568934,    4.42000001698540,    2.00000000568934,
  140,     18.16299999993253,    2.20999999336779,    1.99999999182423,    4.41999996866715,    1.99999999182423,
  141,     18.23642021130797,    2.20999999886658,    1.99999999926480,    4.41999999610836,    1.99999999926480,
  142,     18.38636515109711,    2.21000000073290,    2.00000000061440,    4.42000000282362,    2.00000000061440,
  143,     18.56463484889997,    2.20999999971868,    1.99999999965877,    4.41999999868324,    1.99999999965877,
  144,     18.71457978872882,    2.21000000015615,    2.00000000028481,    4.42000000094172,    2.00000000028481,
  145,     18.78799999999863,    2.21000000005224,    1.99999999975345,    4.41999999955961,    1.99999999975345,
  146,     18.86142021127193,    2.20999999993641,    1.99999999998278,    4.41999999983476,    1.99999999998278,
  147,     19.01136515109987,    2.21000000001155,    2.00000000000347,    4.42000000003077,    2.00000000000347,
  148,     19.18963484890017,    2.20999999999685,    1.99999999999877,    4.41999999999097,    1.99999999999877,
  149,     19.33957978872798,    2.21000000000108,    2.00000000000066,    4.42000000000362,    2.00000000000066,
  150,     19.41300000000000,    2.21000000000113,    1.99999999999956,    4.42000000000130,    1.99999999999956,
  151,     19.48642021127206,    2.20999999999929,    1.99999999999993,    4.41999999999842,    1.99999999999993,
  152,     19.63636515109980,    2.21000000000017,    2.00000000000015,    4.42000000000067,    2.00000000000015,
  153,     19.81463484890021,    2.21000000000011,    1.99999999999984,    4.41999999999987,    1.99999999999984,
  154,     19.96457978872797,    2.20999999999978,    2.00000000000008,    4.41999999999973,    2.00000000000008,
  155,     20.03800000000001,    2.21000000000056,    1.99999999999990,    4.42000000000090,    1.99999999999990,
  156,     20.11142021127206,    2.20999999999990,    2.00000000000005,    4.41999999999991,    2.00000000000005,
  157,     20.26136515109980,    2.21000000000010,    2.00000000000021,    4.42000000000066,    2.00000000000021,
  158,     20.43963484890019,    2.20999999999993,    1.99999999999988,    4.41999999999960,    1.99999999999988,
  159,     20.58957978872796,    2.21000000000003,    1.99999999999974,    4.41999999999947,    1.99999999999974,
  160,     20.66300000000002,    2.20999999999954,    2.00000000000043,    4.42000000000002,    2.00000000000043,
  161,     20.73642021127204,    2.21000000000017,    2.00000000000025,    4.42000000000090,    2.00000000000025,
  162,     20.88636515109980,    2.20999999999998,    1.99999999999986,    4.41999999999966,    1.99999999999986,
  163,     21.06463484890021,    2.20999999999984,    2.00000000000002,    4.41999999999972,    2.00000000000002,
  164,     21.21457978872796,    2.21000000000004,    2.00000000000016,    4.42000000000044,    2.00000000000016,
  165,     21.28800000000000,    2.20999999999901,    1.99999999999992,    4.41999999999784,    1.99999999999992,
  166,     21.36142021127205,    2.21000000000048,    1.99999999999989,    4.42000000000070,    1.99999999999989,
  167,     21.51136515109980,    2.20999999999987,    1.99999999999994,    4.41999999999960,    1.99999999999994,
  168,     21.68963484890021,    2.21000000000012,    2.00000000000010,    4.42000000000047,    2.00000000000010,
  169,     21.83957978872795,    2.20999999999968,    2.00000000000015,    4.41999999999968,    2.00000000000015,
  170,     21.91300000000000,    2.21000000000098,    1.99999999999961,    4.42000000000111,    1.99999999999961,
  171,     21.98642021127204,    2.20999999999963,    1.99999999999989,    4.41999999999901,    1.99999999999989,
  172,     22.13636515109980,    2.21000000000027,    2.00000000000000,    4.42000000000053,    2.00000000000000,
