dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
0.25,0.00019716482102778303,0.00019716482102778303,0.00019716482102776061,0.008060068344264957,0.004376087695792583,0.0067026684943786155
0.125,9.042308886139478e-07,9.042308886139478e-07,9.042308886139478e-07,0.01611611014265301,0.00870514380446236,0.013318048342563478
0.0625,5.241258441805506e-09,5.241258441805506e-09,5.241258441805506e-09,0.03208696881608505,0.017426839198617795,0.0268739003688097
0.03125,3.5183997599164214e-11,3.5183997599164214e-11,3.5183997599164214e-11,0.06447276315884665,0.0347864065435715,0.05347535785819803
0.015625,2.5484965221386285e-13,2.5484965221386285e-13,2.5484965221386285e-13,0.12925844817156237,0.06959325171441638,0.10670525299917374
