dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced
0.25,5.066356342669679e-06,5.066356342864099e-06,5.06635634270198e-06,0.041611208715143476,0.011795389294191928,0.02110361838380673
0.125,5.733121857251796e-09,5.733121861779809e-09,5.733121871418764e-09,0.08327726037075212,0.023947082197160595,0.042401198555515815
0.0625,8.249928152957464e-12,8.249965687169078e-12,8.24992552176091e-12,0.1664298273257113,0.047276398584446204,0.0848102852752033
0.03125,1.3767041057398597e-14,1.3817432853436748e-14,1.3764940787687984e-14,0.3303393572735201,0.0947314002434723,0.17080946365604177
0.015625,1.4491903015565796e-16,9.81005799353182e-17,1.4491903015565796e-16,0.6637531310220116,0.19013326072766046,0.3431819679847519
