dt,error ADER_L2_gaussLegendre,time ADER_L2_gaussLegendre,p averageADER_L2_gaussLegendre,p stdADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_u_gaussLegendre,p averageADER_u_gaussLegendre,p stdADER_u_gaussLegendre
6250000.0,51688.24056814149,0.05390271655716268,14.0,0.0,11881.064827798667,0.07067931221598493,15.0,0.0
3125000.0,55066.678401401274,0.08175199771399742,11.0,0.0,18656.550872703505,0.10278188167139889,11.0,0.0
1562500.0,15244.315455623055,0.12382916063070297,9.0,0.0,14023.047347371632,0.1461352986982092,8.174603174603174,0.37962732517782216
781250.0,24703.75382449545,0.16893045757231967,7.0,0.0,13814.576020573728,0.2401562254277191,7.0,0.0
390625.0,610.4009225885701,0.2708409898415474,6.0,0.0,1317.9732962544342,0.3935765581138964,6.0,0.0
