dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
1.0,0.006559898995635701,0.005187345300810179,0.006559898995635656,0.0012794936897199869,0.0009284668308849047,0.0012849072790205745
0.5,0.0003716611802098553,0.00027337772076624757,0.0003716611802098553,0.0025196804043038615,0.0018163540681291905,0.0025154195370019547
0.25,2.200176395629994e-05,1.6491856607160535e-05,2.200176395629994e-05,0.004979116365845714,0.0035910437888066683,0.005026516279904172
0.125,1.3363702688912362e-06,1.0265960546484655e-06,1.3363702688912362e-06,0.009992924041247794,0.007163262594092105,0.009970190541685691
0.0625,8.230437189574878e-08,6.425303475228128e-08,8.230437189574878e-08,0.01997259424450541,0.014438163104267526,0.020088742941152305
