dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre
0.25,3.336450025216895e-05,3.336450025216895e-05,3.336450025221483e-05,0.011223293765547818,0.008082499334289292,0.009481823337098053
0.125,7.594871703356259e-08,7.594871703356259e-08,7.594871703356259e-08,0.02234321738693065,0.016121459509844758,0.019061706164419386
0.0625,2.192721082508293e-10,2.192721082508293e-10,2.192721082508293e-10,0.04456026944265302,0.03208779408430148,0.038091711473784276
0.03125,7.345712203524713e-13,7.345712203524713e-13,7.345712203524713e-13,0.0892893986161133,0.06411628562491387,0.07634371186806155
0.015625,2.6813380092027427e-15,2.6813380092027427e-15,2.6813380092027427e-15,0.1793472484585696,0.12876808791687447,0.15216152044013143
