dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
0.25,2.71752578587954e-10,0.001808447744165148,13.333333333333334,0.4714045207910317,2.7175282729351483e-10,0.0021898567440387395,13.333333333333334,0.4714045207910317
0.125,1.33199780114751e-10,0.0029170876345597204,10.0,0.7559289460184544,1.331997839184638e-10,0.0035855580858021444,10.0,0.7559289460184544
0.0625,2.1189310645918936e-10,0.0047109725216536655,7.666666666666667,0.5962847939999438,2.1189310054513075e-10,0.005671599965675601,7.666666666666667,0.5962847939999438
0.03125,1.5376154499895388e-10,0.00763620458859285,6.354838709677419,0.5417050201208602,1.5376156286032706e-10,0.009377446146016674,6.354838709677419,0.5417050201208602
0.015625,1.8276175022072672e-10,0.012832425691386951,5.365079365079365,0.48145240914613013,1.8276175022072672e-10,0.016094005609795983,5.365079365079365,0.48145240914613013
