dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
0.25,0.00467888154297907,0.004678881542979047,0.004678881542979049,0.0028130025631149433,0.0015974492109879586,0.0025484899301747126
0.125,8.80098630227451e-05,8.800986302275415e-05,8.800986302275576e-05,0.005594996317023678,0.003126323091065777,0.005017352894314432
0.0625,2.0632380693588543e-06,2.0632380693588543e-06,2.0632380693588543e-06,0.01109661754287247,0.006256054022981386,0.010049652045625928
0.03125,5.571684930658184e-08,5.571684931022922e-08,5.571684930658184e-08,0.022269816670034612,0.012399716551216054,0.020094130785270996
0.015625,1.618731856979785e-09,1.618731856979785e-09,1.618731857364896e-09,0.044439862984498694,0.024906717585067132,0.03999977724160999
