dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
6250000.0,285278022193.26447,429034294425.9392,285278022193.2644,0.004913056211246709,0.003213611701503396,0.0049074429849029644
3125000.0,192884942925.88068,252027413560.27032,192884942925.88144,0.009765729105565696,0.006374032254430598,0.009800964224185528
1562500.0,43241048880.55606,129709427373.73376,43241048880.5563,0.01951212615406673,0.012724278307287023,0.0195322326258091
781250.0,5932487964.064061,22585537877.16458,5932487964.064061,0.03920237218927858,0.025471018871758132,0.039429849585784334
390625.0,751807752.558564,2971658151.373369,751807752.558564,0.0783511509985796,0.05123521704060425,0.0783709797143404
