dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre
1.0,0.00014548706019185367,0.00017814932451690362,0.00012553403550543657,0.004600213887336265,0.003569058672957388,0.004265359718951264
0.5,2.302776575956761e-06,2.930592330544855e-06,2.0105266463368438e-06,0.009157988988528295,0.007124696332861537,0.008457522215820582
0.25,3.594584489843753e-08,4.610061159127456e-08,3.2095393437116024e-08,0.018414022972907073,0.014152129375808207,0.0169079580415772
0.125,5.610713755865115e-10,7.207320077320343e-10,5.084487822145491e-10,0.03662866898646046,0.028211104043293744,0.033656204500169096
0.0625,8.761911622471703e-12,1.125803143654043e-11,8.005383961579197e-12,0.07296826035848684,0.05638071075747055,0.06715421878699479
