dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced
1.0,0.12182667975489646,0.12182667975489646,0.12182667975489646,0.00028104827473206175,0.00027805354702286424,0.0002793453488432403
0.5,0.027588395264654408,0.027588395264654408,0.027588395264654408,0.0005179221507361425,0.0005175631832763819,0.0005176937212901456
0.25,0.0066824412941465265,0.0066824412941465265,0.0066824412941465265,0.0009996210660985006,0.0009999727075753202,0.000998395830575776
0.125,0.0016433480457068905,0.0016433480457068905,0.0016433480457068905,0.001951428896015776,0.0019559377810052995,0.0019505747308555458
0.0625,0.00040713268940563706,0.00040713268940563706,0.00040713268940563706,0.0038679428756170507,0.003867644113987418,0.003935821158645143
