dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
1.0,2.1336955516917266e-06,3.5867212702463542e-06,5.866638023307055e-06,0.011061794495575929,0.006563262544306261,0.009375314150072101
0.5,8.323554272956328e-09,8.905221096474884e-09,2.5494884815719102e-08,0.022038904283129213,0.013103783861401359,0.018849164945672132
0.25,3.2503008983473716e-11,3.072898334395747e-11,1.0458457842542534e-10,0.04397264124293413,0.025988536559244883,0.03725003398722038
0.125,1.269965798309925e-13,1.191553566045432e-13,4.1773967541655063e-13,0.08776471429903591,0.05211337824584916,0.07441703618470845
0.0625,5.570475653290851e-16,4.759078657081666e-16,1.7789466117629247e-15,0.17448222004209776,0.10421067064162344,0.14898688580142333
