dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced
0.25,3.336450025220998e-05,3.336450025224079e-05,3.3364500252204476e-05,0.025255240641334758,0.007687421095657295,0.014246843932861727
0.125,7.594871695268427e-08,7.594871702003672e-08,7.594871699912071e-08,0.050368034852934736,0.015250370831428361,0.02888320138777739
0.0625,2.1927207961304547e-10,2.1927208027976414e-10,2.1927213908048272e-10,0.10116991291454594,0.030513239942956714,0.0563089810611148
0.03125,7.345093167132861e-13,7.345087409715185e-13,7.345123264226482e-13,0.20184732812257217,0.06141699901449361,0.1134214746998623
0.015625,2.678016430302641e-15,2.70488674490514e-15,2.678016430302641e-15,0.40297842115562943,0.12300604370123307,0.22877068355280375
