dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced
1.0,2.2271360785660904e-06,4.411077694749853e-06,2.1829204083290065e-06,0.025874310372663394,0.007899207127047702,0.014561420124290245
0.5,8.789616980975984e-09,1.1106583875410458e-08,7.993298881863688e-09,0.05152224687127662,0.015870127831419396,0.029220617712209268
0.25,3.432648043900295e-11,3.863185720983485e-11,3.184047929634057e-11,0.10346462972894577,0.0316570988856256,0.058069401270976026
0.125,1.3416806162993064e-13,1.4955449566965532e-13,1.2655776308787511e-13,0.20660275814589113,0.06294665245971244,0.11646177612710744
0.0625,1.0203928738070466e-15,5.93007707490946e-16,8.561129325821432e-16,0.41031602286134977,0.12586206677369774,0.23352959286421537
