dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
1.0,2.4913743660259965e-10,0.0030079622214127864,13.333333333333334,0.4714045207910317,1.2620082355678435e-10,0.0032521357455490424,12.0,0.0
0.5,7.517143699633074e-11,0.004560339718258806,10.0,0.0,3.4871313779426417e-10,0.005065216692996079,9.0,0.0
0.25,3.979198190665391e-11,0.0070719520215477265,8.0,0.0,1.411383260223829e-10,0.00925134276555452,7.866666666666666,0.33993463423951903
0.125,2.218646061268084e-10,0.012456245735354188,6.870967741935484,0.3352356401746214,5.023119582282469e-10,0.013242518391593227,6.0,0.0
0.0625,2.1396751623831712e-10,0.019618656037242284,5.857142857142857,0.34992710611188255,8.408308165833804e-10,0.02332371581246012,5.238095238095238,0.4259177099999598
