dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
0.25,0.0010338795020261933,0.0010338795020262432,0.0010338795020261948,0.004036658244274024,0.0025405226215454084,0.0037064190915719205
0.125,9.551295071046807e-06,9.551295071042286e-06,9.55129507105064e-06,0.008073949645872094,0.005018552842749549,0.00740459927025118
0.0625,1.112501095093943e-07,1.1125010950951702e-07,1.112501095093943e-07,0.01609802580588231,0.010033539188693144,0.01470906041579188
0.03125,1.4973393382866179e-09,1.4973393382866179e-09,1.4973393382866179e-09,0.031987283683182405,0.019960830398901765,0.029566882587304073
0.015625,2.1715394062848466e-11,2.1715394062848466e-11,2.1715394062848466e-11,0.06399508514275241,0.040195860598968076,0.05871095985473533
