dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced
0.25,0.01870132236973396,0.018701322369733903,0.01870132236973388,0.001851016115247538,0.0008805958790305469,0.0016128137171368248
0.125,0.0006939730027838304,0.0006939730027838266,0.0006939730027838319,0.003657785352884925,0.0017092920092566472,0.0031888996528661143
0.0625,3.2732974557118745e-05,3.2732974557094554e-05,3.2732974557118745e-05,0.00722537638286927,0.0033821056227731914,0.00634322662721388
0.03125,1.7751516222882536e-06,1.7751516222736937e-06,1.7751516222882536e-06,0.014432428637186865,0.006714560690036576,0.012601245607282699
0.015625,1.0336995737068098e-07,1.03369957375636e-07,1.0336995737173859e-07,0.030100164058551725,0.01389891583422598,0.025138223982815233
