dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
0.25,3.3364500252198573e-05,3.336450025219423e-05,3.336450025215676e-05,0.010703177687080043,0.006304199674133477,0.009073813697323203
0.125,7.594871704244075e-08,7.594871704244075e-08,7.594871704244075e-08,0.021339743614329824,0.012566873377322086,0.018055520962890505
0.0625,2.1927208371486112e-10,2.1927208371486112e-10,2.1927208371486112e-10,0.04276078913992803,0.0250045147558142,0.03614744465698355
0.03125,7.345917497904606e-13,7.345917497904606e-13,7.345917497904606e-13,0.08486918840124938,0.049974491056387446,0.0725535815315587
0.015625,2.629143145969636e-15,2.629143145969636e-15,2.629143145969636e-15,0.1711508060289946,0.10095400196899261,0.14413490621373057
