dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre
1.0,2.226393845471307e-06,3.866315123575038e-06,1.1589558753657183e-06,0.011567636935838631,0.008636711932984846,0.010687209764229402
0.5,8.77937708463393e-09,1.5294607498956195e-08,5.931982736945034e-09,0.024290980661420953,0.016994908648276966,0.01988211518303225
0.25,3.427687195475348e-11,5.93044166025132e-11,2.7768346756374757e-11,0.04604247682894181,0.03359615398471111,0.03942460997163185
0.125,1.3365777008772456e-13,2.3009750080510217e-13,1.1810805089346043e-13,0.09316941672836297,0.0670734697021544,0.07951976477301546
0.0625,6.546401087291409e-16,1.0276765550236635e-15,6.605386642976865e-16,0.18566424965559106,0.1332802685426681,0.15730977838725918
