dt,error ADER_L2_gaussLobatto,time ADER_L2_gaussLobatto,p averageADER_L2_gaussLobatto,p stdADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_u_gaussLobatto,p averageADER_u_gaussLobatto,p stdADER_u_gaussLobatto
1.0,1.5288027690614275e-10,0.0026996060113223005,13.0,0.0,2.1768362696922673e-10,0.0031174317486251575,12.666666666666666,0.4714045207910317
0.5,5.25886080156646e-11,0.004534910068614408,10.0,0.0,2.4457712055707103e-10,0.005079792250180617,9.285714285714286,0.4517539514526256
0.25,3.107063689211312e-11,0.0070781062601599845,8.0,0.0,1.5632082671190587e-10,0.00908173588869561,7.866666666666666,0.33993463423951903
0.125,2.3976555356061215e-10,0.011996433007131728,6.838709677419355,0.36779852422552833,4.93238764429014e-10,0.013331825133146985,6.0,0.0
0.0625,2.2475974347852284e-10,0.019422998320078478,5.841269841269841,0.3654242677213124,8.330682585252017e-10,0.022994119742153478,5.238095238095238,0.4259177099999598
