dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto
1.0,0.0013190061682319307,0.0012646398176395515,0.0012036504951646757,0.0029733115602617287,0.0017035722406913661,0.002693957644182124
0.5,3.8314804834346764e-05,3.7955991522261084e-05,3.551296971188522e-05,0.005940275953118024,0.0033688177441113763,0.005361031430074945
0.25,1.156260036844339e-06,1.1844548310102053e-06,1.0880915677752548e-06,0.01180041864996643,0.0066859214984080085,0.010690956930130986
0.125,3.550180143589663e-08,3.6994585380444734e-08,3.367041973683288e-08,0.023481637458982213,0.013324567225395835,0.021185610311970644
0.0625,1.0995876785214878e-09,1.1553738314226024e-09,1.046817902130909e-09,0.04674322508508339,0.026591584043178178,0.042331754171755165
