dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
6250000.0,93751.59221767503,0.06841978278742837,15.0,0.0,1217957.0923318178,0.06886117685519691,13.0,0.0
3125000.0,6253.705286024912,0.08436479982919991,11.0,0.0,16418.43995002679,0.11064251608581148,11.0,0.0
1562500.0,20429.476299754795,0.1253053964548079,9.0,0.0,15992.15184940302,0.14291574240196495,8.0,0.0
781250.0,76565.2966148075,0.17328699119721674,7.0,0.0,13653.208661184877,0.2399866385884317,7.0,0.0
390625.0,5101.1343337886365,0.2758343285614891,6.0,0.0,1315.6098047662006,0.3914056795682492,6.0,0.0
