dt,error ADER_L2_gaussLegendre,time ADER_L2_gaussLegendre,p averageADER_L2_gaussLegendre,p stdADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_u_gaussLegendre,p averageADER_u_gaussLegendre,p stdADER_u_gaussLegendre
0.25,2.71752538764502e-10,0.0017027189635638415,13.333333333333334,0.4714045207910317,2.71752538764502e-10,0.0020310640601175173,13.333333333333334,0.4714045207910317
0.125,1.331997701742785e-10,0.0028309423083971654,10.0,0.7559289460184544,1.331997701742785e-10,0.003489165492522131,10.0,0.7559289460184544
0.0625,2.1189315534222897e-10,0.004428455718859498,7.666666666666667,0.5962847939999438,2.1189313230601325e-10,0.005602271624541443,7.666666666666667,0.5962847939999438
0.03125,1.5376169978652792e-10,0.0074459766611523395,6.354838709677419,0.5417050201208602,1.5376154304712025e-10,0.00957448883115181,6.354838709677419,0.5417050201208602
0.015625,1.8276160796073115e-10,0.012395469541495134,5.365079365079365,0.48145240914613013,1.8276150670125669e-10,0.01581585670821369,5.365079365079365,0.48145240914613013
