  indi    x    h   hu
 1     0.000000000000000    2.000000000000000    4.420000000000000
 2     0.012500000000000    2.000000000000001    4.420000000000000
 3     0.025000000000000    2.000000000000001    4.420000000000000
 4     0.037500000000000    2.000000000000001    4.420000000000000
 5     0.050000000000000    2.000000000000001    4.420000000000000
 6     0.062500000000000    2.000000000000001    4.420000000000000
 7     0.075000000000000    2.000000000000001    4.420000000000000
 8     0.087500000000000    2.000000000000001    4.420000000000000
 9     0.100000000000000    2.000000000000001    4.420000000000000
 10     0.112500000000000    2.000000000000001    4.420000000000000
 11     0.125000000000000    2.000000000000001    4.420000000000000
 12     0.137500000000000    2.000000000000001    4.420000000000000
 13     0.150000000000000    2.000000000000001    4.420000000000000
 14     0.162500000000000    2.000000000000001    4.420000000000000
 15     0.175000000000000    2.000000000000001    4.420000000000000
 16     0.187500000000000    2.000000000000001    4.420000000000000
 17     0.200000000000000    2.000000000000001    4.420000000000000
 18     0.212500000000000    2.000000000000001    4.420000000000000
 19     0.225000000000000    2.000000000000001    4.420000000000000
 20     0.237500000000000    2.000000000000001    4.420000000000000
 21     0.250000000000000    2.000000000000001    4.420000000000000
 22     0.262500000000000    2.000000000000001    4.420000000000000
 23     0.275000000000000    2.000000000000001    4.420000000000000
 24     0.287500000000000    2.000000000000001    4.420000000000000
 25     0.300000000000000    2.000000000000001    4.420000000000000
 26     0.312500000000000    2.000000000000001    4.420000000000000
 27     0.325000000000000    2.000000000000001    4.420000000000000
 28     0.337500000000000    2.000000000000001    4.420000000000000
 29     0.350000000000000    2.000000000000001    4.420000000000000
 30     0.362500000000000    2.000000000000001    4.420000000000000
 31     0.375000000000000    2.000000000000001    4.420000000000000
 32     0.387500000000000    2.000000000000001    4.420000000000000
 33     0.400000000000000    2.000000000000001    4.420000000000000
 34     0.412500000000000    2.000000000000001    4.420000000000000
 35     0.425000000000000    2.000000000000001    4.420000000000000
 36     0.437500000000000    2.000000000000001    4.420000000000000
 37     0.450000000000000    2.000000000000001    4.420000000000000
 38     0.462500000000000    2.000000000000001    4.420000000000000
 39     0.475000000000000    2.000000000000001    4.420000000000000
 40     0.487500000000000    2.000000000000001    4.420000000000000
 41     0.500000000000000    2.000000000000001    4.420000000000000
 42     0.512500000000000    2.000000000000001    4.420000000000000
 43     0.525000000000000    2.000000000000001    4.420000000000000
 44     0.537500000000000    2.000000000000001    4.420000000000000
 45     0.550000000000000    2.000000000000001    4.420000000000000
 46     0.562500000000000    2.000000000000001    4.420000000000000
 47     0.575000000000000    2.000000000000001    4.420000000000000
 48     0.587500000000000    2.000000000000001    4.420000000000000
 49     0.600000000000000    2.000000000000001    4.420000000000000
 50     0.612500000000000    2.000000000000001    4.420000000000000
 51     0.625000000000000    2.000000000000001    4.420000000000000
 52     0.637500000000000    2.000000000000001    4.420000000000000
 53     0.650000000000000    2.000000000000001    4.420000000000000
 54     0.662500000000000    2.000000000000001    4.420000000000000
 55     0.675000000000000    2.000000000000001    4.420000000000000
 56     0.687500000000000    2.000000000000001    4.420000000000000
 57     0.700000000000000    2.000000000000001    4.420000000000000
 58     0.712500000000000    2.000000000000001    4.420000000000000
 59     0.725000000000000    2.000000000000001    4.420000000000000
 60     0.737500000000000    2.000000000000001    4.420000000000000
 61     0.750000000000000    2.000000000000001    4.420000000000000
 62     0.762500000000000    2.000000000000001    4.420000000000000
 63     0.775000000000000    2.000000000000001    4.420000000000000
 64     0.787500000000000    2.000000000000001    4.420000000000000
 65     0.800000000000000    2.000000000000001    4.420000000000000
 66     0.812500000000000    2.000000000000001    4.420000000000000
 67     0.825000000000000    2.000000000000001    4.420000000000000
 68     0.837500000000000    2.000000000000001    4.420000000000000
 69     0.850000000000000    2.000000000000001    4.420000000000000
 70     0.862500000000000    2.000000000000001    4.420000000000000
 71     0.875000000000000    2.000000000000001    4.420000000000000
 72     0.887500000000000    2.000000000000001    4.420000000000000
 73     0.900000000000000    2.000000000000001    4.420000000000000
 74     0.912500000000000    2.000000000000001    4.420000000000000
 75     0.925000000000000    2.000000000000001    4.420000000000000
 76     0.937500000000000    2.000000000000001    4.420000000000000
 77     0.950000000000000    2.000000000000001    4.420000000000000
 78     0.962500000000000    2.000000000000001    4.420000000000000
 79     0.975000000000000    2.000000000000001    4.420000000000000
 80     0.987500000000000    2.000000000000001    4.420000000000000
 81     1.000000000000000    2.000000000000001    4.420000000000000
 82     1.012500000000000    2.000000000000001    4.420000000000000
 83     1.025000000000000    2.000000000000001    4.420000000000000
 84     1.037500000000000    2.000000000000001    4.420000000000000
 85     1.050000000000000    2.000000000000001    4.420000000000000
 86     1.062500000000000    2.000000000000001    4.420000000000000
 87     1.075000000000000    2.000000000000001    4.420000000000000
 88     1.087500000000000    2.000000000000001    4.420000000000000
 89     1.100000000000000    2.000000000000001    4.420000000000000
 90     1.112500000000000    2.000000000000001    4.420000000000000
 91     1.125000000000000    2.000000000000001    4.420000000000000
 92     1.137500000000000    2.000000000000001    4.420000000000000
 93     1.150000000000000    2.000000000000001    4.420000000000000
 94     1.162500000000000    2.000000000000001    4.420000000000000
 95     1.175000000000000    2.000000000000001    4.420000000000000
 96     1.187500000000000    2.000000000000001    4.420000000000000
 97     1.200000000000000    2.000000000000001    4.420000000000000
 98     1.212500000000000    2.000000000000001    4.420000000000000
 99     1.225000000000000    2.000000000000001    4.420000000000000
 100     1.237500000000000    2.000000000000001    4.420000000000000
 101     1.250000000000000    2.000000000000001    4.420000000000000
 102     1.262500000000000    2.000000000000001    4.420000000000000
 103     1.275000000000000    2.000000000000001    4.420000000000000
 104     1.287500000000000    2.000000000000001    4.420000000000000
 105     1.300000000000000    2.000000000000001    4.420000000000000
 106     1.312500000000000    2.000000000000001    4.420000000000000
 107     1.325000000000000    2.000000000000001    4.420000000000000
 108     1.337500000000000    2.000000000000001    4.420000000000000
 109     1.350000000000000    2.000000000000001    4.420000000000000
 110     1.362500000000000    2.000000000000001    4.420000000000000
 111     1.375000000000000    2.000000000000001    4.420000000000000
 112     1.387500000000000    2.000000000000001    4.420000000000000
 113     1.400000000000000    2.000000000000001    4.420000000000000
 114     1.412500000000000    2.000000000000001    4.420000000000000
 115     1.425000000000000    2.000000000000001    4.420000000000000
 116     1.437500000000000    2.000000000000001    4.420000000000000
 117     1.450000000000000    2.000000000000001    4.420000000000000
 118     1.462500000000000    2.000000000000001    4.420000000000000
 119     1.475000000000000    2.000000000000001    4.420000000000000
 120     1.487500000000000    2.000000000000001    4.420000000000000
 121     1.500000000000000    2.000000000000001    4.420000000000000
 122     1.512500000000000    2.000000000000001    4.420000000000000
 123     1.525000000000000    2.000000000000001    4.420000000000000
 124     1.537500000000000    2.000000000000001    4.420000000000000
 125     1.550000000000000    2.000000000000001    4.420000000000000
 126     1.562500000000000    2.000000000000001    4.420000000000000
 127     1.575000000000000    2.000000000000001    4.420000000000000
 128     1.587500000000000    2.000000000000001    4.420000000000000
 129     1.600000000000000    2.000000000000001    4.420000000000000
 130     1.612500000000000    2.000000000000001    4.420000000000000
 131     1.625000000000000    2.000000000000001    4.420000000000000
 132     1.637500000000000    2.000000000000001    4.420000000000000
 133     1.650000000000000    2.000000000000001    4.420000000000000
 134     1.662500000000000    2.000000000000001    4.420000000000000
 135     1.675000000000000    2.000000000000001    4.420000000000000
 136     1.687500000000000    2.000000000000001    4.420000000000000
 137     1.700000000000000    2.000000000000001    4.420000000000000
 138     1.712500000000000    2.000000000000001    4.420000000000000
 139     1.725000000000000    2.000000000000001    4.420000000000000
 140     1.737500000000000    2.000000000000001    4.420000000000000
 141     1.750000000000000    2.000000000000001    4.420000000000000
 142     1.762500000000000    2.000000000000001    4.420000000000000
 143     1.775000000000000    2.000000000000001    4.420000000000000
 144     1.787500000000000    2.000000000000001    4.420000000000000
 145     1.800000000000000    2.000000000000001    4.420000000000000
 146     1.812500000000000    2.000000000000001    4.420000000000000
 147     1.825000000000000    2.000000000000001    4.420000000000000
 148     1.837500000000000    2.000000000000001    4.420000000000000
 149     1.850000000000000    2.000000000000001    4.420000000000000
 150     1.862500000000000    2.000000000000001    4.420000000000000
 151     1.875000000000000    2.000000000000001    4.420000000000000
 152     1.887500000000000    2.000000000000001    4.420000000000000
 153     1.900000000000000    2.000000000000001    4.420000000000000
 154     1.912500000000000    2.000000000000001    4.420000000000000
 155     1.925000000000000    2.000000000000001    4.420000000000000
 156     1.937500000000000    2.000000000000001    4.420000000000000
 157     1.950000000000000    2.000000000000001    4.420000000000000
 158     1.962500000000000    2.000000000000001    4.420000000000000
 159     1.975000000000000    2.000000000000001    4.420000000000000
 160     1.987500000000000    2.000000000000001    4.420000000000000
 161     2.000000000000000    2.000000000000001    4.420000000000000
 162     2.012500000000000    2.000000000000001    4.420000000000000
 163     2.025000000000000    2.000000000000001    4.420000000000000
 164     2.037500000000000    2.000000000000001    4.420000000000000
 165     2.050000000000000    2.000000000000001    4.420000000000000
 166     2.062500000000000    2.000000000000001    4.420000000000000
 167     2.075000000000000    2.000000000000001    4.420000000000000
 168     2.087500000000000    2.000000000000001    4.420000000000000
 169     2.100000000000000    2.000000000000001    4.420000000000000
 170     2.112500000000000    2.000000000000001    4.420000000000000
 171     2.125000000000000    2.000000000000001    4.420000000000000
 172     2.137500000000000    2.000000000000001    4.420000000000000
 173     2.150000000000000    2.000000000000001    4.420000000000000
 174     2.162500000000000    2.000000000000001    4.420000000000000
 175     2.175000000000000    2.000000000000001    4.420000000000000
 176     2.187500000000000    2.000000000000001    4.420000000000000
 177     2.200000000000000    2.000000000000001    4.420000000000000
 178     2.212500000000000    2.000000000000001    4.420000000000000
 179     2.225000000000000    2.000000000000001    4.420000000000000
 180     2.237500000000000    2.000000000000001    4.420000000000000
 181     2.250000000000000    2.000000000000001    4.420000000000000
 182     2.262500000000000    2.000000000000001    4.420000000000000
 183     2.275000000000000    2.000000000000001    4.420000000000000
 184     2.287500000000000    2.000000000000001    4.420000000000000
 185     2.300000000000000    2.000000000000001    4.420000000000000
 186     2.312500000000000    2.000000000000001    4.420000000000000
 187     2.325000000000000    2.000000000000001    4.420000000000000
 188     2.337500000000000    2.000000000000001    4.420000000000000
 189     2.350000000000000    2.000000000000001    4.420000000000000
 190     2.362500000000000    2.000000000000001    4.420000000000000
 191     2.375000000000000    2.000000000000001    4.420000000000000
 192     2.387500000000000    2.000000000000001    4.420000000000000
 193     2.400000000000000    2.000000000000001    4.420000000000000
 194     2.412500000000000    2.000000000000001    4.420000000000000
 195     2.425000000000000    2.000000000000001    4.420000000000000
 196     2.437500000000000    2.000000000000001    4.420000000000000
 197     2.450000000000000    2.000000000000001    4.420000000000000
 198     2.462500000000000    2.000000000000001    4.420000000000000
 199     2.475000000000000    2.000000000000001    4.420000000000000
 200     2.487500000000000    2.000000000000001    4.420000000000000
 201     2.500000000000000    2.000000000000001    4.420000000000000
 202     2.512500000000000    2.000000000000001    4.420000000000000
 203     2.525000000000000    2.000000000000001    4.420000000000000
 204     2.537500000000000    2.000000000000001    4.420000000000000
 205     2.550000000000000    2.000000000000001    4.420000000000000
 206     2.562500000000000    2.000000000000001    4.420000000000000
 207     2.575000000000000    2.000000000000001    4.420000000000000
 208     2.587500000000000    2.000000000000001    4.420000000000000
 209     2.600000000000000    2.000000000000001    4.420000000000000
 210     2.612500000000000    2.000000000000001    4.420000000000000
 211     2.625000000000000    2.000000000000001    4.420000000000000
 212     2.637500000000000    2.000000000000001    4.420000000000000
 213     2.650000000000000    2.000000000000001    4.420000000000000
 214     2.662500000000000    2.000000000000001    4.420000000000000
 215     2.675000000000000    2.000000000000001    4.420000000000000
 216     2.687500000000000    2.000000000000001    4.420000000000000
 217     2.700000000000000    2.000000000000001    4.420000000000000
 218     2.712500000000000    2.000000000000001    4.420000000000000
 219     2.725000000000000    2.000000000000001    4.420000000000000
 220     2.737500000000000    2.000000000000001    4.420000000000000
 221     2.750000000000000    2.000000000000001    4.420000000000000
 222     2.762500000000000    2.000000000000001    4.420000000000000
 223     2.775000000000000    2.000000000000001    4.420000000000000
 224     2.787500000000000    2.000000000000001    4.420000000000000
 225     2.800000000000000    2.000000000000001    4.420000000000000
 226     2.812500000000000    2.000000000000001    4.420000000000000
 227     2.825000000000000    2.000000000000001    4.420000000000000
 228     2.837500000000000    2.000000000000001    4.420000000000000
 229     2.850000000000000    2.000000000000001    4.420000000000000
 230     2.862500000000000    2.000000000000001    4.420000000000000
 231     2.875000000000000    2.000000000000001    4.420000000000000
 232     2.887500000000000    2.000000000000001    4.420000000000000
 233     2.900000000000000    2.000000000000001    4.420000000000000
 234     2.912500000000000    2.000000000000001    4.420000000000000
 235     2.925000000000000    2.000000000000001    4.420000000000000
 236     2.937500000000000    2.000000000000001    4.420000000000000
 237     2.950000000000000    2.000000000000001    4.420000000000000
 238     2.962500000000000    2.000000000000001    4.420000000000000
 239     2.975000000000000    2.000000000000001    4.420000000000000
 240     2.987500000000000    2.000000000000001    4.420000000000000
 241     3.000000000000000    2.000000000000001    4.420000000000000
 242     3.012500000000000    2.000000000000001    4.420000000000000
 243     3.025000000000000    2.000000000000001    4.420000000000000
 244     3.037500000000000    2.000000000000001    4.420000000000000
 245     3.050000000000000    2.000000000000001    4.420000000000000
 246     3.062500000000000    2.000000000000001    4.420000000000000
 247     3.075000000000000    2.000000000000001    4.420000000000000
 248     3.087500000000000    2.000000000000001    4.420000000000000
 249     3.100000000000000    2.000000000000001    4.420000000000000
 250     3.112500000000000    2.000000000000001    4.420000000000000
 251     3.125000000000000    2.000000000000001    4.420000000000000
 252     3.137500000000000    2.000000000000001    4.420000000000000
 253     3.150000000000000    2.000000000000001    4.420000000000000
 254     3.162500000000000    2.000000000000001    4.420000000000000
 255     3.175000000000000    2.000000000000001    4.420000000000000
 256     3.187500000000000    2.000000000000001    4.420000000000000
 257     3.200000000000000    2.000000000000001    4.420000000000000
 258     3.212500000000000    2.000000000000001    4.420000000000000
 259     3.225000000000000    2.000000000000001    4.420000000000000
 260     3.237500000000000    2.000000000000001    4.420000000000000
 261     3.250000000000000    2.000000000000001    4.420000000000000
 262     3.262500000000000    2.000000000000001    4.420000000000000
 263     3.275000000000000    2.000000000000001    4.420000000000000
 264     3.287500000000000    2.000000000000001    4.420000000000000
 265     3.300000000000000    2.000000000000001    4.420000000000000
 266     3.312500000000000    2.000000000000001    4.420000000000000
 267     3.325000000000000    2.000000000000001    4.420000000000000
 268     3.337500000000000    2.000000000000001    4.420000000000000
 269     3.350000000000000    2.000000000000001    4.420000000000000
 270     3.362500000000000    2.000000000000001    4.420000000000000
 271     3.375000000000000    2.000000000000001    4.420000000000000
 272     3.387500000000000    2.000000000000001    4.420000000000000
 273     3.400000000000000    2.000000000000001    4.420000000000000
 274     3.412500000000000    2.000000000000001    4.420000000000000
 275     3.425000000000000    2.000000000000001    4.420000000000000
 276     3.437500000000000    2.000000000000001    4.420000000000000
 277     3.450000000000000    2.000000000000001    4.420000000000000
 278     3.462500000000000    2.000000000000001    4.420000000000000
 279     3.475000000000000    2.000000000000001    4.420000000000000
 280     3.487500000000000    2.000000000000001    4.420000000000000
 281     3.500000000000000    2.000000000000001    4.420000000000000
 282     3.512500000000000    2.000000000000001    4.420000000000000
 283     3.525000000000000    2.000000000000001    4.420000000000000
 284     3.537500000000000    2.000000000000001    4.420000000000000
 285     3.550000000000000    2.000000000000001    4.420000000000000
 286     3.562500000000000    2.000000000000001    4.420000000000000
 287     3.575000000000000    2.000000000000001    4.420000000000000
 288     3.587500000000000    2.000000000000001    4.420000000000000
 289     3.600000000000000    2.000000000000001    4.420000000000000
 290     3.612500000000000    2.000000000000001    4.420000000000000
 291     3.625000000000000    2.000000000000001    4.420000000000000
 292     3.637500000000000    2.000000000000001    4.420000000000000
 293     3.650000000000000    2.000000000000001    4.420000000000000
 294     3.662500000000000    2.000000000000001    4.420000000000000
 295     3.675000000000000    2.000000000000001    4.420000000000000
 296     3.687500000000000    2.000000000000001    4.420000000000000
 297     3.700000000000000    2.000000000000001    4.420000000000000
 298     3.712500000000000    2.000000000000001    4.420000000000000
 299     3.725000000000000    2.000000000000001    4.420000000000000
 300     3.737500000000000    2.000000000000001    4.420000000000000
 301     3.750000000000000    2.000000000000001    4.420000000000000
 302     3.762500000000000    2.000000000000001    4.420000000000000
 303     3.775000000000000    2.000000000000001    4.420000000000000
 304     3.787500000000000    2.000000000000001    4.420000000000000
 305     3.800000000000000    2.000000000000001    4.420000000000000
 306     3.812500000000000    2.000000000000001    4.420000000000000
 307     3.825000000000000    2.000000000000001    4.420000000000000
 308     3.837500000000000    2.000000000000001    4.420000000000000
 309     3.850000000000000    2.000000000000001    4.420000000000000
 310     3.862500000000000    2.000000000000001    4.420000000000000
 311     3.875000000000000    2.000000000000001    4.420000000000000
 312     3.887500000000000    2.000000000000001    4.420000000000000
 313     3.900000000000000    2.000000000000001    4.420000000000000
 314     3.912500000000000    2.000000000000001    4.420000000000000
 315     3.925000000000000    2.000000000000001    4.420000000000000
 316     3.937500000000000    2.000000000000001    4.420000000000000
 317     3.950000000000000    2.000000000000001    4.420000000000000
 318     3.962500000000000    2.000000000000001    4.420000000000000
 319     3.975000000000000    2.000000000000001    4.420000000000000
 320     3.987500000000000    2.000000000000001    4.420000000000000
 321     4.000000000000000    2.000000000000001    4.420000000000000
 322     4.012500000000000    2.000000000000001    4.420000000000000
 323     4.025000000000000    2.000000000000001    4.420000000000000
 324     4.037500000000001    2.000000000000001    4.420000000000000
 325     4.050000000000000    2.000000000000001    4.420000000000000
 326     4.062500000000000    2.000000000000001    4.420000000000000
 327     4.075000000000000    2.000000000000001    4.420000000000000
 328     4.087500000000000    2.000000000000001    4.420000000000000
 329     4.100000000000001    2.000000000000001    4.420000000000000
 330     4.112500000000000    2.000000000000001    4.420000000000000
 331     4.125000000000000    2.000000000000001    4.420000000000000
 332     4.137500000000000    2.000000000000001    4.420000000000000
 333     4.150000000000000    2.000000000000001    4.420000000000000
 334     4.162500000000001    2.000000000000001    4.420000000000000
 335     4.175000000000000    2.000000000000001    4.420000000000000
 336     4.187500000000000    2.000000000000001    4.420000000000000
 337     4.200000000000000    2.000000000000001    4.420000000000000
 338     4.212500000000000    2.000000000000001    4.420000000000000
 339     4.225000000000001    2.000000000000001    4.420000000000000
 340     4.237500000000000    2.000000000000001    4.420000000000000
 341     4.250000000000000    2.000000000000001    4.420000000000000
 342     4.262500000000000    2.000000000000001    4.420000000000000
 343     4.275000000000000    2.000000000000001    4.420000000000000
 344     4.287500000000001    2.000000000000001    4.420000000000000
 345     4.300000000000000    2.000000000000001    4.420000000000000
 346     4.312500000000000    2.000000000000001    4.420000000000000
 347     4.325000000000000    2.000000000000001    4.420000000000000
 348     4.337500000000000    2.000000000000001    4.420000000000000
 349     4.350000000000001    2.000000000000001    4.420000000000000
 350     4.362500000000000    2.000000000000001    4.420000000000000
 351     4.375000000000000    2.000000000000001    4.420000000000000
 352     4.387500000000000    2.000000000000001    4.420000000000000
 353     4.400000000000000    2.000000000000001    4.420000000000000
 354     4.412500000000001    2.000000000000001    4.420000000000000
 355     4.425000000000000    2.000000000000001    4.420000000000000
 356     4.437500000000000    2.000000000000001    4.420000000000000
 357     4.450000000000000    2.000000000000001    4.420000000000000
 358     4.462500000000000    2.000000000000001    4.420000000000000
 359     4.475000000000001    2.000000000000001    4.420000000000000
 360     4.487500000000000    2.000000000000001    4.420000000000000
 361     4.500000000000000    2.000000000000001    4.420000000000000
 362     4.512500000000000    2.000000000000001    4.420000000000000
 363     4.525000000000000    2.000000000000001    4.420000000000000
 364     4.537500000000001    2.000000000000001    4.420000000000000
