dt,error ADER_L2_gaussLobatto,time ADER_L2_gaussLobatto,p averageADER_L2_gaussLobatto,p stdADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_u_gaussLobatto,p averageADER_u_gaussLobatto,p stdADER_u_gaussLobatto
6250000.0,93089.08223015485,0.03332695700020329,15.0,0.0,169694.27643142611,0.03557452141436183,14.0,0.0
3125000.0,10898.9829849329,0.04462198281398742,11.0,0.0,37589.06422108118,0.05621134142857045,11.0,0.0
1562500.0,22405.289434173086,0.06536223755704539,9.0,0.0,14641.77633069996,0.08258240630031131,8.428571428571429,0.49487165930539356
781250.0,79148.9601672511,0.08823884085722966,7.0,0.0,14100.076011664458,0.1299401552998461,7.0,0.0
390625.0,5345.605946890756,0.13952597760009147,6.0,0.0,1279.5618546162966,0.2139650005722485,6.0,0.0
