dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
1.0,0.020330665010335838,0.020999891466886432,0.02099989146688641,0.021648009585380962,0.0001261242394429116,0.00012433777484277796,0.0001279503110141377,0.00015557748902896753
0.5,0.0037444525527064506,0.004031447531922642,0.004031447531922642,0.003919541614874166,0.0002901980088603783,0.00028704169228772766,0.00029390256643403387,0.00035800895243093175
0.25,0.000496852628031291,0.0005484246612746365,0.0005484246612746365,0.0005221083910500205,0.000617530468287961,0.0006096123091410846,0.0006280887870005764,0.0007656845317168128
0.125,6.241753222727707e-05,6.962101771839044e-05,6.962101771839044e-05,6.572105207028733e-05,0.0012798989514267306,0.0012561444117163774,0.0012942544131427506,0.0015812545801433902
0.0625,7.781994082773826e-06,8.721115289490928e-06,8.721115289490928e-06,8.201306256077124e-06,0.0025892176514441547,0.00256499956287111,0.0026432265785738956,0.0032185346200172453
