dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
0.25,0.005227562883407285,0.005227562883407349,0.005227562883407285,0.005227562883407356,0.0001585623098857468,0.00016482961490006085,0.0001741981426286137,0.00020033223015707336
0.125,9.331710043192166e-05,9.331710043192573e-05,9.331710043192573e-05,9.331710043192858e-05,0.000365619106430261,0.0003830096282836166,0.00040146214942797086,0.0004638059194289131
0.0625,2.126383725920362e-06,2.126383725920362e-06,2.126383725920362e-06,2.1263837259478077e-06,0.0007866408302849907,0.0008108916181434844,0.0008497741007137977,0.0009909331568560447
0.03125,5.657603210338882e-08,5.657603210338882e-08,5.657603210338882e-08,5.657603209431093e-08,0.0016042317254281702,0.0016762069699990598,0.0017652530292845247,0.002050043110003961
0.015625,1.6312615877647943e-09,1.6312615877647943e-09,1.6312615877647943e-09,1.631261584722548e-09,0.003279865312849454,0.0034348224714215447,0.00360603129712607,0.004196594081419919
