dt,error ADER_L2_gaussLegendre,time ADER_L2_gaussLegendre,p averageADER_L2_gaussLegendre,p stdADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_u_gaussLegendre,p averageADER_u_gaussLegendre,p stdADER_u_gaussLegendre
6250000.0,51688.259602960876,0.03330579874267901,14.0,0.0,56672.79482353853,0.03667854145668181,14.0,0.0
3125000.0,55066.66438240157,0.0497515689858119,11.0,0.0,18656.567528832136,0.05849090397137583,11.0,0.0
1562500.0,15244.30619918138,0.0757547000003147,9.0,0.0,14023.063548039047,0.0829341576567718,8.174603174603174,0.37962732517782216
781250.0,24703.75196089614,0.10246142188594344,7.0,0.0,13814.598017565062,0.13576396244295338,7.0,0.0
390625.0,610.3863475910285,0.16307882435732088,6.0,0.0,1317.9039689273998,0.21680666028571846,6.0,0.0
