dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,error ClassicalADER_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto,time ClassicalADER_gaussLobatto
6250000.0,276731018654.0612,406799399447.6279,276731018654.0613,276731018654.0612,0.0028147793557270367,0.002344859314304943,0.0028687175185353095,0.002794884124284311
3125000.0,186602705081.0587,252818771428.3352,186602705081.05878,186602705081.0587,0.005786246388514493,0.00485143277280648,0.005931548457156169,0.005788168379991215
1562500.0,41959434453.69807,126545258267.82695,41959434453.699196,41959434453.69807,0.011744140807131773,0.00986887806429877,0.01206128895141384,0.011750486155734896
781250.0,5840169505.183355,22237851694.531403,5840169505.18348,5840169505.183355,0.02368644591395943,0.019901396874276025,0.024274222985383988,0.023672316385740747
390625.0,745913258.5123259,2948377191.069721,745913258.5123259,745913258.5123259,0.047534022128508824,0.040013611414178744,0.048803328628127925,0.04768583082872543
