dt,error ADER_gaussLobatto,error ADER_L2_gaussLobatto,error ADER_u_gaussLobatto,error ClassicalADER_gaussLobatto,time ADER_gaussLobatto,time ADER_L2_gaussLobatto,time ADER_u_gaussLobatto,time ClassicalADER_gaussLobatto
2.5,5.096730717978344e-05,0.0001741951092307673,0.00017899867238590356,4.2356967429254e-05,0.025574092342659633,0.020104612042736593,0.024557879542823815,0.037380108957170574
1.25,8.364943221129923e-07,3.710076813215117e-06,3.6973967348558037e-06,7.754739484324436e-07,0.056566523900047676,0.04305065994267352,0.05267887002867481,0.0789652821281509
0.625,1.3539701630523615e-08,6.558633690971708e-08,6.38760909623769e-08,1.2921977597623544e-08,0.11617823079993417,0.08840290780021211,0.1086332093575038,0.16305455907110758
0.3125,2.1662046565327605e-10,1.0812705089406454e-09,1.038241240880558e-09,2.0776062084720907e-10,0.23601134913873725,0.18045470522858004,0.22095871800099434,0.3310832734298726
0.15625,3.4164470123039828e-12,1.731461014654645e-11,1.649677477589068e-11,3.2827596931249698e-12,0.4789555392843405,0.3637892989957306,0.44533707142649553,0.6661469535694258
