dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
0.25,0.06138260969280309,0.06138260969280308,0.06138260969280309,0.06138260969280308,8.113066248562452e-05,8.347638082840214e-05,8.821071625716286e-05,9.256747562872728e-05
0.125,0.00472476234523411,0.00472476234523411,0.00472476234523411,0.004724762345234068,0.00018609774014299285,0.00019333735322860386,0.00020233517399901755,0.000213104778572285
0.0625,0.00044362069476211127,0.00044362069476211127,0.00044362069476211127,0.0004436206947620973,0.0003968600838571936,0.0004121409447138181,0.00042885514014363125,0.00045541461814199073
0.03125,4.776316281843761e-05,4.776316281843761e-05,4.776316281843761e-05,4.7763162818374685e-05,0.000812560280857724,0.0008473921132868522,0.000881998337283481,0.0009340913819978595
0.015625,5.538421754651688e-06,5.538421754651688e-06,5.538421754651688e-06,5.538421754651262e-06,0.001660378598427217,0.0017240824875698307,0.0018011569621438476,0.0019026213097146996
