dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,error ClassicalADER_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced,time ClassicalADER_equispaced
1.0,2.279079822970021e-07,1.3818624253352614e-06,3.2033121659630646e-07,2.279079822970021e-07,0.0011654174148570747,0.0007200761461447525,0.0008995742361398049,0.0011566459515701612
0.5,4.241797589716142e-10,1.960941178727409e-09,3.8154935795676926e-10,4.241797589716142e-10,0.002693907041393686,0.0016596803775672535,0.0020877848099917174,0.0026874701642788878
0.25,7.579286195074237e-13,3.449569485498324e-12,6.230173309499794e-13,7.579286195074237e-13,0.005811360720004553,0.003563265301386959,0.004466342247136968,0.005810967757154555
0.125,1.4487197871855686e-15,6.455943210774842e-15,1.1100350097424707e-15,1.4487197871855686e-15,0.011984515667136294,0.007338792794284278,0.009226272647127708,0.01194481659570426
0.0625,1.0751634492584067e-16,8.38791383352479e-17,1.0064223101086039e-16,1.0751634492584067e-16,0.024156035214712445,0.014801835020002077,0.01878445678573501,0.02430869992843197
