dt,error ADER_L2_gaussLegendre,time ADER_L2_gaussLegendre,p averageADER_L2_gaussLegendre,p stdADER_L2_gaussLegendre,error ADER_u_gaussLegendre,time ADER_u_gaussLegendre,p averageADER_u_gaussLegendre,p stdADER_u_gaussLegendre
1.0,4.631603933903625e-11,0.0017616008374316153,13.0,0.0,1.3163813708282878e-10,0.001809048683284865,12.0,0.0
0.5,2.3821516352012684e-10,0.002792215742852672,9.714285714285714,0.45175395145262565,3.532639333077267e-10,0.0030285390500128934,9.0,0.0
0.25,1.6576063560609603e-10,0.004253006375698273,7.8,0.39999999999999997,1.420251411159597e-10,0.005552980631452686,7.866666666666666,0.33993463423951903
0.125,4.916974969419e-10,0.006660444921414767,6.354838709677419,0.47846441852230087,5.022582078291202e-10,0.008056627718573768,6.0,0.0
0.0625,4.520962562148268e-10,0.01136812363142131,5.603174603174603,0.4892392065848394,8.408860799164659e-10,0.013773362438576962,5.238095238095238,0.4259177099999598
