dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,error ClassicalADER_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced,time ClassicalADER_equispaced
6250000.0,35314703954.336334,49152607531.96368,23261617543.97116,35314703954.336334,0.010513466049971092,0.007136792912850589,0.009181984059978276,0.010532780129994665
3125000.0,527718157.6816319,386059081.7656573,783948389.1128029,527718157.6816319,0.021695191443099508,0.014675096064269642,0.018883428038596838,0.021658193414415498
1562500.0,6779051.754515362,14205581.539759383,10811779.936735982,6779051.754515362,0.04414560414297739,0.02977767581448591,0.03851324117152087,0.04417338394248093
781250.0,92236.55718087291,294712.48685139965,146761.87136194418,92236.55718087291,0.08875523484249632,0.06011210672856708,0.07679654062854492,0.08849382314302992
390625.0,1327.4496355847723,5101.1477073982305,2103.9767695332366,1327.4496355847723,0.17773409531406026,0.11990016438565883,0.15469671842895746,0.17888055714283838
