dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
2.5,1.4983247453308248e-07,3.309862451183553e-07,4.3521882272828006e-07,1.5011279703569642e-07,0.04440455257135909,0.03770163535664323,0.04111534159975626,0.06699325507174113
1.25,6.825697424742211e-10,1.918384321125879e-09,2.5706007044524746e-09,6.826352401945438e-10,0.09458993268573457,0.0812203372712247,0.08818669924304622,0.14329984451427924
0.625,2.8325972410348714e-12,8.755177421762321e-12,1.1691071547211767e-11,2.8331416482640903e-12,0.19626193422840776,0.16723810179994741,0.18138647598555377,0.2969033415741121
0.3125,2.7992003518939977e-14,4.610309430994538e-14,4.8609748914110316e-14,2.7944357901470213e-14,0.398054499860986,0.34032359114540406,0.37168269757239614,0.6043457408564531
0.15625,2.8057664023064226e-14,2.823278535528162e-14,2.8057465684957364e-14,2.8113848899952092e-14,0.8023052161443047,0.684580676717035,0.7442519687132777,1.2167913985738
