dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
6250000.0,506786802572.7861,506786802572.7861,506786802572.7861,506786802572.7861,0.0015295552130015233,0.0015039692738542468,0.0015451916058560268,0.0015235699542847994
3125000.0,276928102616.4925,276928102616.4923,276928102616.4925,276928102616.4925,0.00314498273000936,0.0031409310656766005,0.003210719075723318,0.003144648361423086
1562500.0,171651160533.22495,171651160533.22495,171651160533.22495,171651160533.22495,0.006406389425724877,0.006348929702840646,0.006524591228621181,0.006422631157162998
781250.0,47279295393.016106,47279295393.01669,47279295393.016106,47279295393.016106,0.012903998917151643,0.012770999734223422,0.013103370392844746,0.01288994395429784
390625.0,10694395740.040842,10694395740.040842,10694395740.040842,10694395740.040842,0.025880822786088435,0.02569694709984885,0.026239452742655496,0.02589340071405916
