dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
6250000.0,174592983861.6631,141050917728.93973,174592983861.66174,203529490268.7872,0.005603280082868878,0.005417071718568748,0.00574350205859186,0.007644060927123064
3125000.0,16175201475.463768,7247785901.198082,16175201475.463768,19620563275.522736,0.011549029505695215,0.011258965585730038,0.01185431108857821,0.01578217023428546
1562500.0,695655499.8910866,246653457.27486625,695655499.8910868,712690788.6957014,0.023428308628250048,0.02293585719973115,0.023997893499784238,0.03219602674279096
781250.0,23911054.782179423,7898634.21353869,23911054.782179423,23091063.58353943,0.0471888083002081,0.04616986440004049,0.04839152558561182,0.06506607104259145
390625.0,769805.041713668,249028.2679294527,769805.041713668,731050.3842882056,0.09480648951451129,0.09273179682848942,0.09752928062849345,0.13005730058544682
