dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
0.25,2.717524013179217e-10,0.0010974142992844073,13.333333333333334,0.4714045207910317,2.717524834500053e-10,0.0012877842800018177,13.333333333333334,0.4714045207910317
0.125,1.3319977039524393e-10,0.0017560047632848312,10.0,0.7559289460184544,1.3319978074957623e-10,0.002086061999995893,10.0,0.7559289460184544
0.0625,2.1189310645918936e-10,0.002629523019984065,7.666666666666667,0.5962847939999438,2.1189310645918936e-10,0.003217909594282641,7.666666666666667,0.5962847939999438
0.03125,1.5376154499895388e-10,0.004366975298575458,6.354838709677419,0.5417050201208602,1.5376155356380595e-10,0.0053110189300059575,6.354838709677419,0.5417050201208602
0.015625,1.8276175022072672e-10,0.007302445174282184,5.365079365079365,0.48145240914613013,1.8276175361205887e-10,0.008901412654304294,5.365079365079365,0.48145240914613013
