dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,error ClassicalADER_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced,time ClassicalADER_equispaced
2.5,9.833945676439342e-09,3.44669007466202e-08,5.1966499157651665e-08,9.833945676439342e-09,0.08454429072860095,0.04634967888539125,0.06183710088579184,0.08429589258594206
1.25,2.2846420331465222e-11,1.1828112573774406e-10,1.3732501468428636e-10,2.2846420331465222e-11,0.18039438802827915,0.09922963494276961,0.1321311384285634,0.18040588058543758
0.625,5.1862328071338317e-14,2.7915139769477635e-13,2.9866054309745797e-13,5.1862328071338317e-14,0.3732221622880648,0.20610620657056902,0.2746729777094775,0.3766646084238476
0.3125,2.8852888802987683e-14,2.86000509145639e-14,2.8852888802987683e-14,2.8852888802987683e-14,0.7597268981439161,0.4158118812795562,0.5537138571443003,0.7563376428567737
0.15625,2.857546333556947e-14,2.8575485950758976e-14,2.857546333556947e-14,2.857546333556947e-14,1.5265211579992735,0.8419153608597948,1.113710100427852,1.5279111521439128
