dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
6250000.0,93751.62804719308,0.03772976739980679,15.0,0.0,1217957.247136436,0.03913915821405161,13.0,0.0
3125000.0,6253.6889498522005,0.04576158605715526,11.0,0.0,16418.4477800911,0.06326241864298936,11.0,0.0
1562500.0,20429.49316166561,0.06657493812859425,9.0,0.0,15992.167903141537,0.08058063909993507,8.0,0.0
781250.0,76565.31479233014,0.09019914232818078,7.0,0.0,13653.223557949928,0.13390108892843794,7.0,0.0
390625.0,5101.1477073982305,0.14353530265735961,6.0,0.0,1315.630377498902,0.2185788078578688,6.0,0.0
