dt,error ADER_gaussLegendre,error ADER_L2_gaussLegendre,error ADER_u_gaussLegendre,error ClassicalADER_gaussLegendre,time ADER_gaussLegendre,time ADER_L2_gaussLegendre,time ADER_u_gaussLegendre,time ClassicalADER_gaussLegendre
1.0,1.3887173414877267e-06,2.6002512528712747e-06,1.1721057068046257e-06,1.4119834194480153e-06,0.0006519344001426361,0.0005868506685718395,0.0006330888025716247,0.0009438132371433312
0.5,6.603775924225756e-09,1.2194249949491144e-08,5.835526478380768e-09,6.652310743485299e-09,0.001524714409999433,0.0013640427147142225,0.001470978372713684,0.002195565407143606
0.25,3.0027688468546605e-11,5.3730537430418874e-11,2.8018971381878445e-11,3.048361527624457e-11,0.0032172660028611843,0.0029161812399979684,0.003138776044298928,0.004694847317108984
0.125,1.2374944042406042e-13,2.2004777377867167e-13,1.192154612230587e-13,1.2619179019050775e-13,0.006658047672889162,0.006008272505714558,0.006462825805709664,0.009705739835730389
0.0625,4.724383814820834e-16,9.169697929546022e-16,4.617082812211353e-16,5.774444485209786e-16,0.01352564444570037,0.012166558164275818,0.013157033394298715,0.01967465776143529
