dt,error ADER_L2_equispaced,time ADER_L2_equispaced,p averageADER_L2_equispaced,p stdADER_L2_equispaced,error ADER_u_equispaced,time ADER_u_equispaced,p averageADER_u_equispaced,p stdADER_u_equispaced
1.0,2.491373579897336e-10,0.001835619412865656,13.333333333333334,0.4714045207910317,1.2620069174789934e-10,0.0020145867043174803,12.0,0.0
0.5,7.517145446268827e-11,0.002670145847119524,10.0,0.0,3.4871324756857345e-10,0.0030918752514532697,9.0,0.0
0.25,3.979197621927457e-11,0.00403109370144583,8.0,0.0,1.4113832351841757e-10,0.005532768150005723,7.866666666666666,0.33993463423951903
0.125,2.2186462802628814e-10,0.006639277441427112,6.870967741935484,0.3352356401746214,5.023119401414527e-10,0.007853952361412146,6.0,0.0
0.0625,2.1396751575387784e-10,0.010773913352854185,5.857142857142857,0.34992710611188255,8.408308427388078e-10,0.013552456912834064,5.238095238095238,0.4259177099999598
