dt,error ADER_L2_gaussLobatto,time ADER_L2_gaussLobatto,p averageADER_L2_gaussLobatto,p stdADER_L2_gaussLobatto,error ADER_u_gaussLobatto,time ADER_u_gaussLobatto,p averageADER_u_gaussLobatto,p stdADER_u_gaussLobatto
0.25,2.717524991565486e-10,0.0010507302072853366,13.333333333333334,0.4714045207910317,2.717524991565486e-10,0.0011632778791432169,13.333333333333334,0.4714045207910317
0.125,1.331997751712171e-10,0.0017310808479991725,10.0,0.7559289460184544,1.331997751712171e-10,0.002016729457152126,10.0,0.7559289460184544
0.0625,2.1189310645918936e-10,0.002613536731421066,7.666666666666667,0.5962847939999438,2.1189310645918936e-10,0.003166358275723594,7.666666666666667,0.5962847939999438
0.03125,1.5376155232276692e-10,0.004313504918567819,6.354838709677419,0.5417050201208602,1.5376153508307435e-10,0.00527065644144646,6.354838709677419,0.5417050201208602
0.015625,1.8276175022072672e-10,0.007191517447125599,5.365079365079365,0.48145240914613013,1.8276175275874863e-10,0.00884740666142274,5.365079365079365,0.48145240914613013
