dt,error ADER_equispaced,error ADER_L2_equispaced,error ADER_u_equispaced,error ClassicalADER_equispaced,time ADER_equispaced,time ADER_L2_equispaced,time ADER_u_equispaced,time ClassicalADER_equispaced
0.25,5.659786550359591e-06,5.659786550484336e-06,5.659786550480608e-06,5.659786550359591e-06,0.0005365607465708828,0.00039649175957103065,0.0004651775624287049,0.0005367209008576797
0.125,6.078839110744788e-09,6.078839110744788e-09,6.078839110744788e-09,6.078839110744788e-09,0.0012517487191424672,0.0009237599317150722,0.0010720792720000775,0.0012434888671424623
0.0625,8.502511475556251e-12,8.502503121450136e-12,8.502511475556251e-12,8.502511475556251e-12,0.0026828815085796773,0.00198445198002446,0.0023230652314253216,0.0026909319485691544
0.03125,1.3937128128678008e-14,1.3937128128678008e-14,1.3937128128678008e-14,1.3937128128678008e-14,0.0055656086642661,0.0040765482114095775,0.004734420154283206,0.005567256552842861
0.015625,7.911556306605241e-17,7.911556306605241e-17,7.911556306605241e-17,7.911556306605241e-17,0.0112073868814228,0.008298940701435121,0.009695950618562555,0.01128055257286178
